,Movie_id
2495,178565
2496,470703
2497,609
2498,404187
2499,78589
2500,858
2501,631
2502,79744
2503,661212
2504,11103
2505,229895
2506,887
2507,77220
2508,1206896
2509,957934
2510,717351
2511,396661
2512,79636
2513,2980
2514,102178
2515,1236733
2516,1018645
2517,1102458
2518,771227
2519,197076
2520,258875
2521,9329
2522,50211
2523,814
2524,983078
2525,574096
2526,968307
2527,84026
2528,94544
2529,77311
2530,502312
2531,909445
2532,252109
2533,492506
2534,88207
2535,279894
2536,478706
2537,77395
2538,819087
2539,180334
2540,52136
2541,309424
2542,276310
2543,465200
2544,768185
2545,104124
2546,195480
2547,412363
2548,4412896
2549,755941
2550,424546
2551,276219
2552,649
2553,519300
2554,161128
2555,1979
2556,220569
2557,281304
2558,732588
2559,714074
2560,195290
2561,88157
2562,6986
2563,582354
2564,4577
2565,494417
2566,752
2567,47056
2568,1095374
2569,596222
2570,6787
2571,53950
2572,16901
2573,940083
2574,24674
2575,84024
2576,794
2577,255604
2578,799715
2579,1289764
2580,517982
2581,418796
2582,821444
2583,16918
2584,639
2585,21405
2586,1134169
2587,911693
2588,195387
2589,480506
2590,4018
2591,1112902
2592,258926
2593,626109
2594,4745872
2595,272123
2596,924360
2597,679894
2598,702036
2599,1231105
2600,682948
2601,4185
2602,24143
2603,1440534
2604,4724
2605,5556
2606,94267
2607,103151
2608,455234
2609,592
2610,1066344
2611,742
2612,722820
2613,789
2614,220953
2615,467517
2616,890401
2617,61299
2618,88221
2619,464477
2620,418976
2621,406554
2622,3600
2623,820701
2624,851
2625,41951
2626,272969
2627,455729
2628,7563
2629,6821
2630,11559
2631,1088265
2632,261184
2633,5417
2634,693962
2635,876
2636,462215
2637,4541459
2638,4970
2639,400853
2640,161135
2641,4723
2642,696
2643,692451
2644,975301
2645,464302
2646,378142
2647,81874
2648,77141
2649,957243
2650,4599
2651,606710
2652,758
2653,470266
2654,665337
2655,3993
2656,15093
2657,6119
2658,470038
2659,774
2660,734208
2661,977496
2662,8112
2663,815927
2664,773
2665,80351
2666,277567
2667,4511239
2668,18839
2669,8084
2670,556814
2671,1044335
2672,6704
2673,923201
2674,77178
2675,413449
2676,762781
2677,1008707
2678,798020
2679,647
2680,433186
2681,574689
2682,579685
2683,195315
2684,412321
2685,180579
2686,77528
2687,61375
2688,784401
2689,265088
2690,314114
2691,478707
2692,4900
2693,6420
2694,81568
2695,17446
2696,258738
2697,3575
2698,467995
2699,603
2700,568881
2701,265927
2702,523065
2703,81503
2704,220592
2705,997495
2706,943407
2707,161180
2708,4813
2709,17019
2710,629
2711,571258
2712,400722
2713,454190
2714,1394147
2715,38892
2716,8096
2717,421388
2718,4014
2719,81732
2720,1007448
2721,47025
2722,410068
2723,673120
2724,4799
2725,15991
2726,409123
2727,51475
2728,593
2729,855137
2730,968550
2731,252875
2732,1980
2733,79430
2734,1043759
2735,922393
2736,868245
2737,1045501
2738,840623
2739,596212
2740,4363
2741,706996
2742,197069
2743,822808
2744,648441
2745,4542569
2746,802
2747,380816
2748,487596
2749,808
2750,1044013
2751,6887
2752,1343590
2753,11119
2754,841807
2755,8107
2756,499939
2757,88192
2758,450777
2759,279786
2760,87961
2761,3543
2762,2551
2763,84983
2764,271927
2765,79545
2766,41953
2767,462092
2768,13132
2769,425090
2770,1280694
2771,822681
2772,54549
2773,5249
2774,61358
2775,6128
2776,1008195
2777,276441
2778,1186158
2779,1830
2780,1057991
2781,819535
2782,762923
2783,12328
2784,928008
2785,4197
2786,491595
2787,277560
2788,895655
2789,421684
2790,971283
2791,81539
2792,23616
2793,8116
2794,1309187
2795,1007530
2796,4494
2797,1270789
2798,258665
2799,666578
2800,1283539
2801,481398
2802,11026
2803,16682
2804,403431
2805,574451
2806,3624
2807,396560
2808,260904
2809,404164
2810,922199
2811,1263216
2812,81668
2813,198686
2814,841617
2815,987395
2816,1272314
2817,7633
2818,1552
2819,276389
2820,2542
2821,477591
2822,823203
2823,412371
2824,3701
2825,100552
2826,615691
2827,1378892
2828,673271
2829,642
2830,5792
2831,252161
2832,84884
2833,608
2834,679976
2835,695931
2836,22615
2837,1395344
2838,958572
2839,414985
2840,703
2841,2607
2842,20791
2843,14863
2844,7184
2845,77850
2846,839147
2847,4362626
2848,9526
2849,5289
2850,51465
2851,24966
2852,61173
2853,89145
2854,12272
2855,17085
2856,230401
2857,257879
2858,677424
2859,1044632
2860,10127
2861,196592
2862,1008597
2863,6830
2864,654773
2865,81701
2866,9703
2867,20326
2868,1009257
2869,385236
2870,3848
2871,4730
2872,87830
2873,1006097
2874,87030
2875,12280
2876,860046
2877,6288
2878,1171889
2879,3896
2880,629954
2881,1005364
2882,484441
2883,20988
2884,580651
2885,677405
2886,6357
2887,3759
2888,102233
2889,4575
2890,6359
2891,23022
2892,280149
2893,20987
2894,104941
2895,588817
2896,728033
2897,432548
2898,1115076
2899,603918
2900,1011400
2901,1115304
2902,5106
2903,1338319
2904,1074313
2905,1444350
2906,61639
2907,1983
2908,397460
2909,1354102
2910,9291
2911,647557
2912,4536
2913,573640
2914,78124
2915,472346
2916,252961
2917,2552
2918,634416
2919,5582
2920,94274
2921,1039129
2922,397648
2923,1249634
2924,1332153
2925,8031
2926,272385
2927,512601
2928,11003
2929,4523961
2930,21624
2931,6125
2932,18834
2933,988954
2934,61184
2935,8066
2936,575271
2937,77240
2938,230591
2939,266591
2940,1178296
2941,695620
2942,540632
2943,1209887
2944,52470
2945,2352
2946,1209191
2947,1071375
2948,630253
2949,402300
2950,79519
2951,571328
2952,332917
2953,493980
2954,1007974
2955,1072948
2956,78126
2957,647248
2958,1047942
2959,182463
2960,61151
2961,18836
2962,996292
2963,566193
2964,22857
2965,917812
2966,6771
2967,1001688
2968,13089
2969,464329
2970,609598
2971,6011
2972,584196
2973,9524
2974,778653
2975,397313
2976,9551
2977,467652
2978,601
2979,61327
2980,17756
2981,51511
2982,222229
2983,81724
2984,8485
2985,418869
2986,195539
2987,1045296
2988,890330
2989,568975
2990,281168
2991,21189
2992,231146
2993,506209
2994,566835
2995,745348
2996,102612
2997,8684
2998,110027
2999,400623
